sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Offshore_Suction_Point,31/12/2019 22:01,32.392,17.569,13.131,2.174,2.21,5.105,1.764,8.04,0.781,3.726,1.019,0.481,High,"Immediate attention required, consider replacement"
Heater_Unit_1,31/12/2019 23:01,27.125,17.866,11.14,1.505,2.544,4.123,1.206,8.396,0.966,4.026,0.867,0.38,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,01/01/2020 01:01,35.19,20.623,10.622,1.891,2.336,4.175,0.998,6.09,0.967,3.003,0.974,0.402,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/03/2020 01:01,29.915,17.675,10.555,1.877,2.728,4.72,1.524,6.8,0.809,3.697,0.983,0.359,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_3,27/03/2020 02:01,29.827,19.079,13.246,1.908,3.286,4.337,1.493,6.959,0.741,3.311,0.669,0.433,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,27/03/2020 03:01,28.161,18.687,9.99,2.075,2.086,5.599,1.865,8.164,1.05,3.483,0.7,0.422,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,27/03/2020 04:01,28.426,16.269,12.658,1.888,1.985,4.536,1.41,8.364,0.816,3.143,0.777,0.405,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,27/03/2020 05:01,28.383,19.078,12.055,2.069,2.511,5.107,0.928,8.511,0.656,3.355,0.88,0.435,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_2,27/03/2020 06:01,30.614,16.884,12.749,1.35,2.105,3.925,1.359,6.603,0.678,3.75,0.851,0.337,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_2,27/03/2020 07:01,27.731,18.781,12.993,2.051,2.4,4.541,1.515,6.401,0.913,3.541,0.872,0.404,Moderate,"Increased monitoring required, plan maintenance"
Pipeline_Inspection_2,27/03/2020 08:01,33.622,18.158,10.878,2.116,2.373,5.222,1.401,6.599,0.932,3.944,0.934,0.466,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2020 09:01,33.127,17.132,10.01,1.694,1.92,3.814,1.065,7.596,0.787,2.696,0.944,0.437,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/03/2020 10:01,35.5,19.114,12.437,1.76,2.294,4.384,1.634,6.154,0.8,2.935,0.997,0.351,High,"Immediate attention required, consider replacement"
Filter_Unit_3,27/03/2020 11:01,30.789,16.612,12.262,2.886,2.556,4.741,1.232,6.4,1.121,4.569,0.686,0.416,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/03/2020 12:01,32.168,18.524,10.237,2.309,2.078,4.038,1.212,6.064,0.979,3.74,0.679,0.441,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2020 13:01,32.535,18.792,12.182,2.055,2.376,4.827,1.602,6.306,1.296,2.923,0.751,0.442,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2020 14:01,34.817,17.938,12.579,1.87,2.536,4.396,1.428,8.085,1.006,3.021,0.867,0.408,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2020 15:01,33.821,16.505,13.634,1.439,2.266,4.438,1.378,6.664,0.768,3.205,0.923,0.35,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/03/2020 16:01,36.255,18.712,10.231,2.433,1.87,5.191,1.282,6.178,0.871,4.035,0.66,0.419,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_1,27/03/2020 17:01,36.373,15.752,10.32,1.67,2.977,4.747,1.605,7.284,1.014,3.934,0.876,0.441,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,27/03/2020 18:01,35.345,18.427,11.746,2.181,2.37,4.264,1.547,6.34,1.027,2.854,0.828,0.449,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/03/2020 19:01,28.208,16.35,11.932,2.181,2.072,5.346,1.467,5.979,0.721,3.34,0.838,0.502,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,27/03/2020 20:01,30.789,21.943,11.643,1.994,1.996,5.552,1.007,7.543,0.932,3.23,0.924,0.372,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/03/2020 21:01,35.844,17.432,11.126,1.738,2.439,4.135,1.218,5.861,0.996,3.919,0.905,0.485,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2020 22:01,32.716,18.18,13.725,1.764,2.615,4.263,1.516,7.13,0.907,3.665,0.838,0.33,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2020 23:01,32.882,18.34,11.222,1.762,2.203,5.252,1.301,7.013,0.536,3.381,0.913,0.528,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,28/03/2020 01:01,32.248,16.292,9.848,2.097,2.142,4.963,1.283,7.133,0.822,3.755,0.85,0.455,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/06/2020 01:01,32.123,17.026,12.131,1.904,2.064,4.794,1.807,7.009,0.923,2.467,0.815,0.441,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/06/2020 02:01,29.693,17.531,11.312,1.404,2.25,5.364,1.247,7.356,1.002,3.449,0.893,0.495,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,27/06/2020 03:01,33.348,19.789,12.755,2.581,2.242,5.077,1.605,5.099,0.964,3.093,0.887,0.476,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,27/06/2020 04:01,29.554,20.286,10.554,2.169,2.529,4.764,1.32,6.844,1.004,3.024,0.823,0.4,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/06/2020 05:01,31.435,18.427,10.792,2.554,2.432,4.747,1.207,6.808,1.103,3.829,0.883,0.452,High,"Immediate attention required, consider replacement"
Filter_Unit_3,27/06/2020 06:01,33.462,19.71,11.391,2.304,2.671,4.055,1.409,7.215,0.874,3.814,0.915,0.522,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2020 07:01,32.11,18.672,12.308,1.729,1.892,4.619,1.058,6.078,1.113,4.074,0.802,0.372,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2020 08:01,29.738,17.668,12.398,2.62,2.456,5.471,1.397,6.441,0.874,2.797,0.613,0.493,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,27/06/2020 09:01,31.252,17.037,10.196,2.343,2.333,4.892,1.474,5.196,1.036,2.816,0.84,0.426,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2020 10:01,31.693,19.829,11.022,1.99,2.546,4.89,1.339,7.443,0.805,3.329,0.822,0.413,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2020 11:01,29.445,18.07,11.026,1.821,2.348,5.501,1.332,8.359,0.949,3.742,0.948,0.429,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,27/06/2020 12:01,30.065,21.078,12.934,2.615,2.902,5.089,1.353,5.695,0.812,3.516,0.973,0.385,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/06/2020 13:01,31.11,18.281,12.155,1.953,2.706,4.298,1.087,7.393,1.071,2.952,0.885,0.505,High,"Immediate attention required, consider replacement"
Heater_Unit_1,27/06/2020 14:01,31.453,20.173,10.786,1.522,2.421,4.902,1.311,7.067,0.884,3.451,0.576,0.362,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,27/06/2020 15:01,27.91,18.802,12.276,2.012,2.605,4.093,1.244,6.892,0.95,3.525,0.922,0.427,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,27/06/2020 16:01,33.899,17.549,11.912,2.048,1.883,4.082,1.234,6.349,1.106,3.514,0.71,0.448,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/06/2020 17:01,35.269,19.559,12.538,2.382,2.017,4.496,1.207,5.848,0.794,3.192,0.767,0.504,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/06/2020 18:01,30.794,18.323,11.068,1.799,2.257,4.939,1.317,7.873,0.851,3.104,0.707,0.478,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_3,27/06/2020 19:01,32.708,20.318,10.043,1.5,1.685,4.604,1.188,8.209,0.838,3.353,0.959,0.51,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,27/06/2020 20:01,35.062,18.048,12.267,1.651,2.54,4.04,1.47,7.127,0.869,2.709,0.601,0.447,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/06/2020 21:01,34.388,20.197,10.23,2.11,2.669,5.695,1.507,6.693,0.979,3.969,0.81,0.387,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2020 22:01,30.704,18.423,11.648,2.343,2.858,5.265,1.286,6.319,0.718,3.329,0.874,0.385,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/06/2020 23:01,35.577,17.862,11.866,2.157,1.894,5.22,1.494,8.159,0.937,4.046,0.885,0.352,High,"Immediate attention required, consider replacement"
Filter_Unit_2,28/06/2020 01:01,29.843,19.045,11.86,2.103,1.929,5.08,1.191,7.633,0.943,3.373,0.925,0.385,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,30/09/2020 01:01,29.121,18.446,9.354,2.006,2.044,5.346,1.285,6.64,0.922,3.213,1.009,0.293,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,30/09/2020 02:01,32.695,16.498,12.461,1.881,2.248,4.308,1.233,7.769,1.203,4.181,0.877,0.478,High,"Immediate attention required, consider replacement"
Filter_Unit_1,30/09/2020 03:01,35.663,17.458,12.167,1.962,2.653,4.532,1.083,6.403,0.841,3.18,0.939,0.397,High,"Immediate attention required, consider replacement"
Discharge_Point,30/09/2020 04:01,35.307,15.344,12.43,1.965,2.168,4.977,1.4,7.797,0.937,3.67,0.733,0.407,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,30/09/2020 05:01,30.907,17.729,11.908,2.163,2.314,5.61,1.38,6.863,1.04,2.633,0.894,0.349,High,"Immediate attention required, consider replacement"
Discharge_Point,30/09/2020 06:01,28.039,17.636,12.455,2.017,2.555,4.628,1.417,6.26,0.815,3.513,0.875,0.418,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,30/09/2020 07:01,31.423,16.936,12.489,2.369,2.208,5.352,1.32,7.72,1.132,3.415,0.765,0.438,High,"Immediate attention required, consider replacement"
Filter_Unit_3,30/09/2020 08:01,30.888,19.454,11.931,2.044,2.306,5.679,1.115,7.597,0.841,3.744,1.021,0.36,High,"Immediate attention required, consider replacement"
Filter_Unit_3,30/09/2020 09:01,31.425,18.157,12.559,2.378,1.719,4.265,1.161,6.589,1.049,3.214,0.726,0.508,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,30/09/2020 10:01,34.231,20.599,11.665,1.591,2.514,4.287,1.322,5.981,0.912,3.621,0.722,0.406,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,30/09/2020 11:01,34.284,18.698,10.758,2.009,2.383,4.694,1.396,6.779,0.908,3.377,0.889,0.457,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,30/09/2020 12:01,28.466,16.391,9.823,1.977,1.995,4.632,1.551,6.054,0.913,3.518,0.874,0.371,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,30/09/2020 13:01,32.177,18.735,12.581,1.632,2.344,4.608,1.114,7.08,1.068,3.847,0.631,0.417,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,30/09/2020 14:01,30.598,16.748,10.742,2.037,3.108,6.187,1.26,7.702,0.874,3.62,0.777,0.363,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,30/09/2020 15:01,33.497,17.051,10.843,2.106,2.009,4.152,1.177,7.4,0.879,3.898,0.893,0.338,High,"Immediate attention required, consider replacement"
Filter_Unit_1,30/09/2020 16:01,35.112,19.952,13.134,2.153,1.857,6.032,1.331,7.547,0.961,3.509,0.785,0.434,High,"Immediate attention required, consider replacement"
Discharge_Point,30/09/2020 17:01,32.516,18.768,10.357,2.182,2.165,4.565,1.203,6.434,0.837,3.113,0.745,0.428,High,"Immediate attention required, consider replacement"
Filter_Unit_1,30/09/2020 18:01,32.31,16.839,10.437,1.561,2.089,4.626,1.306,6.552,0.845,3.749,1.019,0.364,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,30/09/2020 19:01,30.503,19.447,12.23,1.976,2.357,4.891,1.731,6.62,0.882,3.369,0.929,0.517,High,"Immediate attention required, consider replacement"
Filter_Unit_2,30/09/2020 20:01,36.617,20.121,11.318,2.194,2.294,5.405,1.411,7.395,0.968,2.863,0.895,0.421,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,30/09/2020 21:01,31.822,18.086,11.258,2.47,2.099,5.048,1.568,6.629,0.809,3.213,0.803,0.454,High,"Immediate attention required, consider replacement"
Heater_Unit_1,30/09/2020 22:01,35.662,19.108,9.829,1.661,2.704,4.654,1.323,8.259,0.913,2.937,0.795,0.43,High,"Immediate attention required, consider replacement"
Filter_Unit_1,30/09/2020 23:01,29.768,18.761,11.726,1.804,1.869,4.23,1.243,6.893,0.615,3.36,1.03,0.506,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,01/10/2020 01:01,27.271,19.88,12.051,1.508,2.555,4.797,1.263,6.548,0.949,4.01,1.046,0.498,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,01/10/2020 02:01,33.744,18.917,10.754,1.715,2.459,5.368,1.366,7.227,1.119,3.285,0.97,0.389,High,"Immediate attention required, consider replacement"
Filter_Unit_1,01/10/2020 03:01,33.841,18.588,11.163,1.962,2.74,4.187,1.196,6.806,0.837,3.501,0.782,0.416,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,01/10/2020 04:01,36.41,18.278,10.706,1.879,2.053,4.171,1.253,7.107,0.824,2.653,0.722,0.381,High,"Immediate attention required, consider replacement"
Heater_Unit_3,01/10/2020 05:01,35.348,19.036,10.788,2.097,2.565,4.279,1.469,7.696,0.863,3.083,0.802,0.426,High,"Immediate attention required, consider replacement"
Heater_Unit_2,01/10/2020 06:01,31.261,16.05,12.437,2.286,2.047,4.64,1.28,5.489,1.206,3.473,0.882,0.437,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,01/10/2020 07:01,34.366,19.285,11.816,2.177,2.405,4.048,1.361,8.063,0.785,2.953,0.894,0.493,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,01/10/2020 08:01,32.559,16.761,11.006,1.795,2.439,3.861,1.108,6.451,0.626,3.817,0.879,0.417,Moderate,"Increased monitoring required, plan maintenance"
Corrosion_Monitor_1,01/10/2020 09:01,32.966,15.449,11.096,2.126,2.495,4.285,1.686,6.615,0.948,3.845,0.717,0.408,High,"Immediate attention required, consider replacement"
Filter_Unit_2,01/10/2020 10:01,31.603,19.071,12.727,2.186,2.244,4.478,1.248,6.931,1.103,2.841,0.863,0.463,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_2,01/10/2020 11:01,36.108,20.006,10.864,1.729,2.322,4.899,1.434,5.991,1.343,3.191,0.935,0.463,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,01/10/2020 12:01,32.138,18.623,11.551,1.972,1.929,3.645,1.054,6.565,1.169,2.743,0.732,0.458,High,"Immediate attention required, consider replacement"
Heater_Unit_3,01/10/2020 13:01,33.124,16.387,11.425,2.11,2.207,3.712,1.627,5.837,0.984,3.169,0.771,0.368,High,"Immediate attention required, consider replacement"
Heater_Unit_1,01/10/2020 14:01,24.956,18.241,11.873,2.567,2.589,4.39,1.587,5.495,0.982,3.548,0.911,0.404,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,01/10/2020 15:01,30.744,17.447,11.38,1.874,1.545,5.433,1.404,7.448,1.11,2.679,0.942,0.373,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,01/10/2020 16:01,32.117,20.775,10.687,1.823,2.476,4.707,1.372,6.201,1.013,3.637,0.623,0.488,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,01/10/2020 17:01,30.03,16.478,11.116,1.923,1.88,5.146,1.66,6.622,1.033,2.959,0.855,0.389,High,"Immediate attention required, consider replacement"
Filter_Unit_3,01/10/2020 18:01,32.95,19.64,11.056,1.806,2.299,3.86,0.924,7.088,1.086,3.632,1.008,0.447,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,01/10/2020 19:01,27.695,19.637,11.735,1.581,2.81,3.923,1.356,5.51,1.012,3.612,0.928,0.421,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,01/10/2020 20:01,30.943,19.814,12.596,2.255,1.857,4.669,1.38,7.423,1.055,3.74,0.639,0.454,High,"Immediate attention required, consider replacement"
Heater_Unit_3,01/10/2020 21:01,29.712,18.894,12.418,1.666,2.225,5.231,1.247,6.214,0.925,2.795,0.988,0.48,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,01/10/2020 22:01,26.796,18.091,13.405,2.134,2.495,5.169,0.967,6.378,1.005,4.124,0.887,0.339,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,01/10/2020 23:01,31.114,13.705,13.205,1.599,2.629,4.303,1.193,6.868,1.089,2.932,0.798,0.338,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,02/10/2020 01:01,28.339,19.475,11.183,2.159,2.718,4.362,1.54,8.693,1.036,3.511,0.893,0.471,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2020 01:01,30.321,18.147,9.79,2.214,2.199,3.805,1.435,6.889,0.904,3.365,0.962,0.418,High,"Immediate attention required, consider replacement"
Filter_Unit_3,31/12/2020 02:01,32.177,17.506,12.472,1.811,1.881,4.932,1.238,8.171,0.983,3.652,0.802,0.454,High,"Immediate attention required, consider replacement"
Filter_Unit_2,31/12/2020 03:01,33.813,17.573,12.269,1.79,2.498,5.2,1.262,6.123,1.111,2.284,0.857,0.349,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2020 04:01,32.102,16.795,11.701,2.227,2.201,4.247,1.271,7.043,0.589,2.995,0.709,0.407,High,"Immediate attention required, consider replacement"
Filter_Unit_2,31/12/2020 05:01,31.349,17.799,11.293,1.711,2.43,5.555,1.34,6.258,1.027,3.452,0.821,0.454,High,"Immediate attention required, consider replacement"
Heater_Unit_3,31/12/2020 06:01,33.492,17.332,10.348,1.584,2.319,5.308,1.493,5.95,1.04,3.529,0.914,0.476,High,"Immediate attention required, consider replacement"
Filter_Unit_2,31/12/2020 07:01,32.945,17.748,9.953,2.35,2.397,4.285,1.601,5.655,1.049,3.902,0.725,0.532,High,"Immediate attention required, consider replacement"
Heater_Unit_1,31/12/2020 08:01,31.651,19.028,13.384,1.536,2.295,4.991,1.534,7.556,1.141,3.233,0.896,0.467,High,"Immediate attention required, consider replacement"
Heater_Unit_3,31/12/2020 09:01,29.299,14.564,13.785,2.034,1.712,5.261,1.261,6.894,0.779,3.223,0.819,0.499,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,31/12/2020 10:01,28.402,17.21,9.391,1.813,2.313,5.082,1.289,7.917,1.04,3.256,0.95,0.422,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,31/12/2020 11:01,32.918,17.114,13.558,1.793,2.329,4.328,1.06,6.802,1.027,2.679,0.704,0.405,High,"Immediate attention required, consider replacement"
Heater_Unit_2,31/12/2020 12:01,33.166,20.291,11.019,2.081,2.006,4.704,1.533,8.005,0.794,2.931,0.808,0.461,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,31/12/2020 13:01,32.121,16.786,12.802,1.4,2.1,4.9,1.476,7.205,0.871,3.244,0.977,0.448,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,31/12/2020 14:01,32.687,19.273,13.979,1.914,2.83,3.821,1.504,6.184,0.875,3.448,0.734,0.412,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2020 15:01,30.968,16.62,11.137,2.18,1.716,5.033,1.302,6.645,0.824,3.366,1.022,0.377,High,"Immediate attention required, consider replacement"
Heater_Unit_2,31/12/2020 16:01,34.382,18.312,12.926,1.635,1.893,3.885,1.207,6.515,1.112,2.878,0.915,0.452,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2020 17:01,32.816,17.196,12.143,1.886,2.253,4.525,1.362,7.902,0.995,3.178,0.855,0.395,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2020 18:01,32.11,19.732,12.462,2.45,2.324,3.622,1.228,6.361,0.982,3.295,1.096,0.437,High,"Immediate attention required, consider replacement"
Filter_Unit_2,31/12/2020 19:01,34.955,17.91,10.871,2.264,2.535,5.146,1.068,7.62,0.942,3.305,0.904,0.433,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2020 20:01,31.192,18.447,12.166,1.688,2.189,4.031,1.209,6.736,0.945,3.973,0.929,0.301,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,31/12/2020 21:01,33.587,21.336,12.715,2.115,2.711,5.09,1.309,7.691,0.838,2.919,0.859,0.57,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2020 22:01,26.6,18.204,10.95,1.638,2.576,4.64,1.5,6.984,1.002,2.948,0.786,0.368,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,31/12/2020 23:01,35.504,18.813,11.792,2.054,2.12,4.613,1.306,7.302,0.799,3.284,0.666,0.413,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,01/01/2021 01:01,34.209,18.977,9.251,1.54,2.217,3.691,1.429,6.087,0.924,2.998,0.806,0.49,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_2,27/03/2021 01:01,32.797,17.099,11.583,2.274,2.214,4.916,1.239,6.116,0.8,3.139,0.952,0.347,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/03/2021 02:01,30.578,20.874,12.507,1.918,2.306,5.107,1.077,7.424,0.956,3.244,0.915,0.468,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2021 03:01,30.889,19.332,10.332,1.75,2.692,3.624,1.308,8.038,0.945,3.241,0.669,0.443,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_3,27/03/2021 04:01,33.191,17.484,13.291,1.903,2.496,4.914,1.086,6.589,1.262,3.227,0.78,0.399,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2021 05:01,36.593,19.091,11.838,2.399,2.437,4.425,1.584,6.945,0.925,3.821,0.762,0.39,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2021 06:01,32.447,16.959,13.623,1.998,2.251,4.044,1.596,6.6,1,3.222,1.02,0.439,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/03/2021 07:01,30.847,17.784,12.864,1.926,2.003,4.66,1.199,6.202,0.7,3.764,0.834,0.423,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_2,27/03/2021 08:01,30.301,15.749,10.042,1.988,2.451,4.609,1.838,6.186,0.993,3.643,0.926,0.342,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2021 09:01,35.903,20.279,11.335,2.135,1.947,4.946,1.658,5.439,0.988,2.742,0.671,0.439,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2021 10:01,32.812,17.389,11.757,1.898,2.368,5.194,1.104,7.443,0.925,3.61,0.77,0.37,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2021 11:01,37.905,19.381,11.444,2.011,2.458,3.921,1.404,6.748,0.952,3.096,1.181,0.351,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/03/2021 12:01,30.184,19.756,13.231,1.798,2.583,5.397,1.531,5.956,1.087,3.916,0.833,0.403,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2021 13:01,30.841,17.07,12.579,2.181,2.363,5.447,1.615,6.042,1.098,3.112,0.782,0.397,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/03/2021 14:01,30.446,19.352,12.79,1.7,2.146,4.564,1.053,8.101,0.833,3.277,0.899,0.451,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,27/03/2021 15:01,31.668,19.033,11.883,2.352,2.31,5.434,1.456,6.725,0.76,3.413,0.869,0.495,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_1,27/03/2021 16:01,34.922,18.712,12.053,2.4,2.274,4.126,1.535,7.59,0.841,4.248,0.808,0.403,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/03/2021 17:01,35.093,17.308,10.691,1.626,2.392,4.84,1.009,5.84,0.787,3.45,0.796,0.437,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2021 18:01,31.049,18.278,11.203,1.826,2.24,4.027,1.307,7.563,0.987,3.304,0.713,0.43,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/03/2021 19:01,33.435,16.878,12.23,1.783,2.477,4.524,1.209,5.99,0.811,4.445,0.687,0.42,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,27/03/2021 20:01,34.034,17.061,11.152,2.133,2.461,4.719,1.339,7.172,0.937,3.604,0.813,0.33,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/03/2021 21:01,30.857,18.054,12.132,2.333,2.686,4.899,1.384,6.84,1.025,2.954,0.697,0.383,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/03/2021 22:01,28.675,18.709,12.002,1.444,2.556,5.142,1.507,6.156,0.886,4.074,0.78,0.45,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,27/03/2021 23:01,30.483,18.289,11.465,1.926,2.504,5.066,1.64,7.342,0.733,3.197,0.901,0.328,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_1,28/03/2021 01:01,31.945,16.665,12.784,1.627,2.499,4.89,1.759,7.307,0.949,3.119,0.725,0.481,High,"Immediate attention required, consider replacement"
Discharge_Point,27/06/2021 01:01,29.71,16.712,11.173,2.037,2.466,5.222,1.14,8.112,0.679,3.636,0.758,0.465,Moderate,"Increased monitoring required, plan maintenance"
Corrosion_Monitor_2,27/06/2021 02:01,33.081,18.368,12.805,2.04,2.864,5.721,1.482,7.602,0.821,3.255,0.612,0.445,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2021 03:01,34.107,17.976,11.999,1.653,2.666,4.888,1.904,5.745,0.887,3.641,0.854,0.47,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/06/2021 04:01,32.116,15.914,12.845,1.946,2.049,4.628,1.442,6.066,0.777,4.235,0.708,0.375,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/06/2021 05:01,33.92,18.966,12.179,2.19,2.56,4.781,1.49,4.554,1.079,2.974,0.945,0.476,High,"Immediate attention required, consider replacement"
Discharge_Point,27/06/2021 06:01,30.687,17.824,11.438,2.174,2.742,5.261,1.587,7.643,1.03,2.826,0.737,0.442,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/06/2021 07:01,34.421,19.2,11.943,1.788,2.536,5.081,0.987,7.405,1.158,3.911,0.693,0.459,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2021 08:01,31.335,18.189,10.908,1.877,2.327,4.664,1.205,8.038,0.998,3.483,0.72,0.368,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/06/2021 09:01,31.8,20.235,12.35,1.934,2.439,4.898,1.536,5.007,0.867,2.535,0.726,0.542,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/06/2021 10:01,34.957,16.127,11.927,2.385,2.638,4.433,1.64,6.694,0.893,3.112,0.949,0.385,High,"Immediate attention required, consider replacement"
